edad,ingresos,años_experiencia,ratio_deuda_ingresos,deuda_credito,otra_deuda,incumplimiento,antiguedad_crediticia,deuda_total,log_ingresos,ratio_deuda_total_ingreso
22,60000.0,5,0.04,0.8548695,1.9875675,0,2,2.842437,4.77815848856469,4.737395e-05
25,30000.0,9,0.33,0.8548695,1.9875675,0,2,2.842437,4.477135730961123,9.47479e-05
24,54000.0,8,0.04,0.8548695,1.9875675,1,4,2.842437,4.732401802238908,5.263772222222222e-05
22,30000.0,0,0.23,0.8548695,1.9875675,0,3,2.842437,4.477135730961123,9.47479e-05
25,80000.0,9,0.03,0.8548695,1.9875675,0,4,2.842437,4.903095415639038,3.5530462499999995e-05
23,87000.0,4,0.02,0.8548695,1.9875675,0,2,2.842437,4.939524244480526,3.267168965517241e-05
24,79050.0,2,0.02,0.8548695,1.9875675,1,4,2.842437,4.897907368154818,3.595745730550285e-05
26,110000.0,0,0.02,0.8548695,1.9875675,0,2,2.842437,5.041396633271932,2.5840336363636363e-05
23,30000.0,6,0.33,0.8548695,1.9875675,0,3,2.842437,4.477135730961123,9.47479e-05
26,43000.0,4,0.05,0.8548695,1.9875675,0,3,2.842437,4.63347855533382,6.610318604651163e-05
22,17772.0,0,0.12,0.8548695,1.9875675,0,4,2.842437,4.249760740887979,0.0001599390614449696
26,57600.0,10,0.04,0.8548695,1.9875675,1,3,2.842437,4.7604300231925185,4.934786458333333e-05
22,28800.0,2,0.49,0.8548695,1.9875675,1,2,2.842437,4.459407567166948,9.869572916666667e-05
21,30000.0,5,0.21,0.8548695,1.9875675,0,3,2.842437,4.477135730961123,9.47479e-05
21,30000.0,3,0.47,0.8548695,1.9875675,1,2,2.842437,4.477135730961123,9.47479e-05
24,30000.0,2,0.47,0.8548695,1.9875675,1,2,2.842437,4.477135730961123,9.47479e-05
24,30000.0,4,0.1,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
22,30000.0,6,0.47,0.8548695,1.9875675,1,4,2.842437,4.477135730961123,9.47479e-05
23,30000.0,1,0.47,0.8548695,1.9875675,1,3,2.842437,4.477135730961123,9.47479e-05
22,32000.0,0,0.44,0.8548695,1.9875675,1,2,2.842437,4.505163549810412,8.882615624999999e-05
22,30000.0,6,0.07,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
22,32000.0,7,0.44,0.8548695,1.9875675,1,3,2.842437,4.505163549810412,8.882615624999999e-05
26,32400.0,10,0.43,0.8548695,1.9875675,1,4,2.842437,4.510558414150438,8.772953703703703e-05
24,32500.0,4,0.43,0.8548695,1.9875675,1,2,2.842437,4.511896723680431,8.745959999999999e-05
22,34000.0,6,0.41,0.8548695,1.9875675,1,4,2.842437,4.53149169022153,8.360108823529411e-05
24,30000.0,4,0.27,0.8548695,1.9875675,0,2,2.842437,4.477135730961123,9.47479e-05
22,37000.0,6,0.38,0.8548695,1.9875675,1,2,2.842437,4.568213461597081,7.682262162162161e-05
26,37000.0,0,0.38,0.8548695,1.9875675,1,4,2.842437,4.568213461597081,7.682262162162161e-05
23,37148.0,4,0.38,0.8548695,1.9875675,1,3,2.842437,4.569947127643642,7.651655540002153e-05
21,37947.0,5,0.37,0.8548695,1.9875675,1,2,2.842437,4.579188891908645,7.490544707091469e-05
22,39000.0,4,0.36,0.8548695,1.9875675,1,3,2.842437,4.591075742639682,7.2883e-05
26,39900.0,1,0.35,0.8548695,1.9875675,1,3,2.842437,4.600983780123833,7.123902255639097e-05
22,40000.0,6,0.35,0.8548695,1.9875675,1,4,2.842437,4.602070848554296,7.106092499999999e-05
24,40000.0,4,0.35,0.8548695,1.9875675,1,2,2.842437,4.602070848554296,7.106092499999999e-05
22,40000.0,6,0.35,0.8548695,1.9875675,1,3,2.842437,4.602070848554296,7.106092499999999e-05
24,34000.0,0,0.41,0.8548695,1.9875675,1,2,2.842437,4.53149169022153,8.360108823529411e-05
24,30000.0,7,0.33,0.8548695,1.9875675,0,3,2.842437,4.477135730961123,9.47479e-05
21,30000.0,0,0.07,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
23,30000.0,0,0.03,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
22,30000.0,3,0.17,0.8548695,1.9875675,0,3,2.842437,4.477135730961123,9.47479e-05
24,34400.0,8,0.41,0.8548695,1.9875675,1,3,2.842437,4.536571067227623,8.262898255813953e-05
24,30000.0,7,0.51,0.8548695,1.9875675,0,3,2.842437,4.477135730961123,9.47479e-05
22,41000.0,5,0.34,0.8548695,1.9875675,1,3,2.842437,4.6127944491388995,6.932773170731707e-05
22,41340.0,6,0.34,0.8548695,1.9875675,1,3,2.842437,4.616380977594348,6.875754716981132e-05
21,12000.0,0,0.18,0.8548695,1.9875675,1,3,2.842437,4.079217435746567,0.00023686975
21,15000.0,4,0.15,0.8548695,1.9875675,0,4,2.842437,4.1761202110560856,0.0001894958
25,15000.0,0,0.15,0.8548695,1.9875675,0,2,2.842437,4.1761202110560856,0.0001894958
21,16200.0,2,0.14,0.8548695,1.9875675,1,2,2.842437,4.2095418220166,0.00017545907407407407
24,22000.0,4,0.1,0.8548695,1.9875675,0,3,2.842437,4.342442421031837,0.00012920168181818181
23,24000.0,3,0.09,0.8548695,1.9875675,0,4,2.842437,4.380229336938037,0.000118434875
23,26004.0,8,0.08,0.8548695,1.9875675,1,2,2.842437,4.415056858110851,0.00010930768343331794
25,27500.0,4,0.08,0.8548695,1.9875675,0,4,2.842437,4.439348486069748,0.00010336134545454545
22,27996.0,0,0.08,0.8548695,1.9875675,1,2,2.842437,4.447111497297647,0.00010153011144449206
21,35360.0,1,0.06,0.8548695,1.9875675,0,2,2.842437,4.548524538251131,8.038566176470588e-05
25,38400.0,5,0.06,0.8548695,1.9875675,0,3,2.842437,4.5843425339724035,7.4021796875e-05
23,30000.0,2,0.4,0.8548695,1.9875675,0,3,2.842437,4.477135730961123,9.47479e-05
23,39000.0,7,0.06,0.8548695,1.9875675,0,4,2.842437,4.591075742639682,7.2883e-05
23,39270.0,6,0.06,0.8548695,1.9875675,0,2,2.842437,4.5940719603219184,7.238189457601222e-05
24,30000.0,3,0.15,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
26,30000.0,0,0.17,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
22,46080.0,1,0.05,0.8548695,1.9875675,0,2,2.842437,4.663521895106336,6.168483072916666e-05
22,55000.0,3,0.04,0.8548695,1.9875675,0,4,2.842437,4.740370585685768,5.1680672727272726e-05
23,30000.0,2,0.27,0.8548695,1.9875675,0,2,2.842437,4.477135730961123,9.47479e-05
25,30000.0,4,0.3,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
23,75000.0,0,0.03,0.8548695,1.9875675,0,4,2.842437,4.8750670539461884,3.7899159999999995e-05
21,52500.0,0,0.04,0.8548695,1.9875675,0,3,2.842437,4.72016757560302,5.414165714285714e-05
25,30000.0,0,0.2,0.8548695,1.9875675,0,2,2.842437,4.477135730961123,9.47479e-05
23,16000.0,6,0.14,0.8548695,1.9875675,0,4,2.842437,4.204147125212848,0.00017765231249999998
24,29140.0,1,0.08,0.8548695,1.9875675,0,4,2.842437,4.4645044509010345,9.754416609471517e-05
26,42000.0,4,0.05,0.8548695,1.9875675,0,4,2.842437,4.62325963061961,6.767707142857143e-05
23,14000.0,2,0.16,0.8548695,1.9875675,1,2,2.842437,4.1461590556048185,0.00020303121428571428
25,25920.0,0,0.09,0.8548695,1.9875675,0,4,2.842437,4.413651752063699,0.0001096619212962963
22,30000.0,4,0.23,0.8548695,1.9875675,0,2,2.842437,4.477135730961123,9.47479e-05
26,30000.0,1,0.08,0.8548695,1.9875675,0,2,2.842437,4.477135730961123,9.47479e-05
21,34416.0,5,0.07,0.8548695,1.9875675,0,2,2.842437,4.536773011830363,8.259056834030683e-05
26,36400.0,4,0.06,0.8548695,1.9875675,0,2,2.842437,4.561113314652254,7.808892857142857e-05
25,62400.0,7,0.04,0.8548695,1.9875675,0,3,2.842437,4.795191549474123,4.5551875e-05
22,30000.0,4,0.17,0.8548695,1.9875675,0,2,2.842437,4.477135730961123,9.47479e-05
23,78000.0,5,0.03,0.8548695,1.9875675,0,2,2.842437,4.892100170532762,3.64415e-05
23,30000.0,6,0.17,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
22,30000.0,6,0.17,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
26,14400.0,4,0.16,0.8548695,1.9875675,1,4,2.842437,4.15839265038712,0.00019739145833333333
25,44400.0,6,0.05,0.8548695,1.9875675,0,3,2.842437,4.64739275141172,6.401885135135135e-05
24,12000.0,4,0.2,0.8548695,1.9875675,1,2,2.842437,4.079217435746567,0.00023686975
26,30000.0,0,0.13,0.8548695,1.9875675,0,3,2.842437,4.477135730961123,9.47479e-05
23,13000.0,0,0.18,0.8548695,1.9875675,1,3,2.842437,4.113976758289846,0.00021864899999999999
24,13288.0,5,0.18,0.8548695,1.9875675,1,2,2.842437,4.123492301422652,0.00021391006923540036
24,30000.0,8,0.17,0.8548695,1.9875675,1,2,2.842437,4.477135730961123,9.47479e-05
25,30000.0,6,0.13,0.8548695,1.9875675,0,2,2.842437,4.477135730961123,9.47479e-05
25,15648.0,4,0.15,0.8548695,1.9875675,0,4,2.842437,4.1944865905497055,0.00018164858128834354
26,16428.0,0,0.15,0.8548695,1.9875675,0,4,2.842437,4.215611129612849,0.00017302392257121987
24,16800.0,3,0.14,0.8548695,1.9875675,1,4,2.842437,4.22533513181854,0.00016919267857142857
26,30000.0,3,0.5,0.8548695,1.9875675,0,2,2.842437,4.477135730961123,9.47479e-05
23,30000.0,3,0.15,0.8548695,1.9875675,0,3,2.842437,4.477135730961123,9.47479e-05
26,18000.0,1,0.13,0.8548695,1.9875675,1,2,2.842437,4.25529663190434,0.00015791316666666666
24,30000.0,9,0.08,0.8548695,1.9875675,0,2,2.842437,4.477135730961123,9.47479e-05
22,30000.0,6,0.11,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
21,18000.0,4,0.13,0.8548695,1.9875675,0,2,2.842437,4.25529663190434,0.00015791316666666666
22,18000.0,4,0.13,0.8548695,1.9875675,0,3,2.842437,4.25529663190434,0.00015791316666666666
22,30000.0,6,0.46,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
24,20000.0,0,0.12,0.8548695,1.9875675,1,2,2.842437,4.301051709845226,0.00014212184999999998
22,30000.0,1,0.18,0.8548695,1.9875675,0,3,2.842437,4.477135730961123,9.47479e-05
22,21600.0,1,0.11,0.8548695,1.9875675,1,4,2.842437,4.334473856911537,0.00013159430555555556
23,21600.0,1,0.11,0.8548695,1.9875675,1,4,2.842437,4.334473856911537,0.00013159430555555556
22,21996.0,6,0.11,0.8548695,1.9875675,0,4,2.842437,4.342363454809172,0.00012922517730496453
22,30000.0,3,0.06,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
23,22790.0,7,0.11,0.8548695,1.9875675,0,4,2.842437,4.357763381123948,0.00012472299254058798
25,22800.0,1,0.11,0.8548695,1.9875675,0,4,2.842437,4.3579538945863385,0.0001246682894736842
22,30000.0,0,0.17,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
23,23000.0,5,0.1,0.8548695,1.9875675,0,3,2.842437,4.361746717975897,0.00012358421739130435
21,24000.0,6,0.1,0.8548695,1.9875675,0,3,2.842437,4.380229336938037,0.000118434875
26,25000.0,0,0.1,0.8548695,1.9875675,1,3,2.842437,4.397957380103888,0.00011369748
23,30000.0,0,0.1,0.8548695,1.9875675,0,3,2.842437,4.477135730961123,9.47479e-05
24,25000.0,4,0.1,0.8548695,1.9875675,0,4,2.842437,4.397957380103888,0.00011369748
22,25000.0,0,0.1,0.8548695,1.9875675,0,4,2.842437,4.397957380103888,0.00011369748
21,26000.0,1,0.09,0.8548695,1.9875675,1,4,2.842437,4.414990051283522,0.00010932449999999999
21,26400.0,0,0.09,0.8548695,1.9875675,0,2,2.842437,4.421620377106833,0.00010766806818181818
22,26400.0,0,0.09,0.8548695,1.9875675,1,3,2.842437,4.421620377106833,0.00010766806818181818
22,27259.0,1,0.09,0.8548695,1.9875675,0,2,2.842437,4.435525851498655,0.00010427517517150298
25,28000.0,8,0.09,0.8548695,1.9875675,0,3,2.842437,4.447173541582463,0.00010151560714285714
24,28800.0,0,0.08,0.8548695,1.9875675,1,4,2.842437,4.459407567166948,9.869572916666667e-05
21,30000.0,1,0.08,0.8548695,1.9875675,1,2,2.842437,4.477135730961123,9.47479e-05
21,30000.0,1,0.08,0.8548695,1.9875675,1,2,2.842437,4.477135730961123,9.47479e-05
24,30000.0,2,0.08,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
25,30720.0,4,0.08,0.8548695,1.9875675,0,3,2.842437,4.487435348319548,9.252724609375e-05
23,30000.0,0,0.22,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
23,30720.0,2,0.08,0.8548695,1.9875675,1,4,2.842437,4.487435348319548,9.252724609375e-05
22,32000.0,0,0.07,0.8548695,1.9875675,0,3,2.842437,4.505163549810412,8.882615624999999e-05
22,32400.0,3,0.07,0.8548695,1.9875675,0,3,2.842437,4.510558414150438,8.772953703703703e-05
22,32995.0,3,0.07,0.8548695,1.9875675,0,4,2.842437,4.518461294931838,8.614750719806031e-05
26,30000.0,0,0.5,0.8548695,1.9875675,0,2,2.842437,4.477135730961123,9.47479e-05
22,35000.0,1,0.07,0.8548695,1.9875675,0,2,2.842437,4.544080452586785,8.121248571428571e-05
25,35000.0,3,0.07,0.8548695,1.9875675,0,3,2.842437,4.544080452586785,8.121248571428571e-05
23,30000.0,7,0.4,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
21,37800.0,1,0.06,0.8548695,1.9875675,0,3,2.842437,4.577503288957262,7.519674603174603e-05
23,40000.0,3,0.06,0.8548695,1.9875675,0,3,2.842437,4.602070848554296,7.106092499999999e-05
25,40000.0,9,0.06,0.8548695,1.9875675,0,3,2.842437,4.602070848554296,7.106092499999999e-05
24,30000.0,0,0.2,0.8548695,1.9875675,0,3,2.842437,4.477135730961123,9.47479e-05
25,30000.0,2,0.38,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
22,40000.0,1,0.06,0.8548695,1.9875675,0,2,2.842437,4.602070848554296,7.106092499999999e-05
23,30000.0,5,0.03,0.8548695,1.9875675,0,2,2.842437,4.477135730961123,9.47479e-05
21,34000.0,5,0.07,0.8548695,1.9875675,1,4,2.842437,4.53149169022153,8.360108823529411e-05
24,41300.0,2,0.06,0.8548695,1.9875675,0,2,2.842437,4.6159605671339845,6.882414043583535e-05
22,41600.0,0,0.06,0.8548695,1.9875675,0,2,2.842437,4.619103770272466,6.832781249999999e-05
24,30000.0,0,0.2,0.8548695,1.9875675,0,2,2.842437,4.477135730961123,9.47479e-05
26,30000.0,0,0.12,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
25,30000.0,9,0.1,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
22,30000.0,4,0.17,0.8548695,1.9875675,1,4,2.842437,4.477135730961123,9.47479e-05
26,30000.0,0,0.13,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
25,30000.0,9,0.27,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
21,30000.0,0,0.16,0.8548695,1.9875675,1,2,2.842437,4.477135730961123,9.47479e-05
22,43000.0,5,0.06,0.8548695,1.9875675,0,4,2.842437,4.63347855533382,6.610318604651163e-05
22,37080.0,6,0.06,0.8548695,1.9875675,1,3,2.842437,4.569151437679197,7.665687702265373e-05
25,44000.0,5,0.05,0.8548695,1.9875675,0,4,2.842437,4.6434625467031605,6.460084090909091e-05
23,44004.0,3,0.05,0.8548695,1.9875675,0,4,2.842437,4.643502025328,6.459496863921461e-05
24,30000.0,2,0.03,0.8548695,1.9875675,0,2,2.842437,4.477135730961123,9.47479e-05
22,45000.0,3,0.05,0.8548695,1.9875675,0,4,2.842437,4.653222164656599,6.316526666666666e-05
26,46000.0,0,0.05,0.8548695,1.9875675,0,4,2.842437,4.662767272763343,6.179210869565218e-05
23,47000.0,7,0.05,0.8548695,1.9875675,0,4,2.842437,4.672107098145544,6.0477382978723405e-05
22,30000.0,6,0.22,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
23,48000.0,1,0.05,0.8548695,1.9875675,0,4,2.842437,4.681250285083047,5.92174375e-05
23,30000.0,0,0.27,0.8548695,1.9875675,1,3,2.842437,4.477135730961123,9.47479e-05
23,48000.0,0,0.05,0.8548695,1.9875675,0,3,2.842437,4.681250285083047,5.92174375e-05
24,48000.0,0,0.05,0.8548695,1.9875675,0,4,2.842437,4.681250285083047,5.92174375e-05
23,49800.0,2,0.05,0.8548695,1.9875675,0,2,2.842437,4.69723806344489,5.707704819277108e-05
25,52000.0,0,0.05,0.8548695,1.9875675,0,4,2.842437,4.716011695371454,5.4662249999999997e-05
22,30000.0,6,0.23,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
24,54000.0,5,0.04,0.8548695,1.9875675,0,3,2.842437,4.732401802238908,5.263772222222222e-05
26,54500.0,7,0.04,0.8548695,1.9875675,0,3,2.842437,4.736404470909626,5.215480733944954e-05
23,56000.0,2,0.04,0.8548695,1.9875675,0,3,2.842437,4.748195782195563,5.075780357142857e-05
22,57500.0,3,0.04,0.8548695,1.9875675,0,3,2.842437,4.759675397571465,4.9433686956521736e-05
25,60000.0,6,0.04,0.8548695,1.9875675,0,3,2.842437,4.77815848856469,4.737395e-05
24,54000.0,3,0.04,0.8548695,1.9875675,1,4,2.842437,4.732401802238908,5.263772222222222e-05
26,54000.0,2,0.04,0.8548695,1.9875675,1,2,2.842437,4.732401802238908,5.263772222222222e-05
21,30000.0,4,0.47,0.8548695,1.9875675,0,4,2.842437,4.477135730961123,9.47479e-05
25,63000.0,3,0.04,0.8548695,1.9875675,0,4,2.842437,4.799347442962076,4.511804761904762e-05
23,63300.0,3,0.04,0.8548695,1.9875675,0,4,2.842437,4.8014105708554515,4.490421800947867e-05
22,66000.0,2,0.04,0.8548695,1.9875675,0,2,2.842437,4.819550515711442,4.306722727272727e-05
26,67000.0,4,0.04,0.8548695,1.9875675,0,2,2.842437,4.826081284659646,4.2424432835820895e-05
26,70000.0,0,0.03,0.8548695,1.9875675,0,3,2.842437,4.8451042441768255,4.0606242857142854e-05
24,30000.0,4,0.17,0.8548695,1.9875675,0,2,2.842437,4.477135730961123,9.47479e-05
24,95000.0,4,0.03,0.8548695,1.9875675,0,3,2.842437,4.977728176785649,2.9920389473684208e-05
25,95000.0,4,0.03,0.8548695,1.9875675,0,2,2.842437,4.977728176785649,2.9920389473684208e-05
26,95000.0,0,0.03,0.8548695,1.9875675,0,3,2.842437,4.977728176785649,2.9920389473684208e-05
25,87999.0,5,0.03,0.8548695,1.9875675,1,4,2.842437,4.944482672150168,3.230078750894896e-05
23,36000.0,0,0.07,0.8548695,1.9875675,0,4,2.842437,4.556314564335347,7.895658333333333e-05
26,16000.0,1,0.15,0.8548695,1.9875675,1,2,2.842437,4.204147125212848,0.00017765231249999998
22,24000.0,0,0.1,0.8548695,1.9875675,0,2,2.842437,4.380229336938037,0.000118434875
21,10800.0,4,0.23,0.8548695,1.9875675,1,2,2.842437,4.033463966077405,0.0002631886111111111
21,12000.0,4,0.21,0.8548695,1.9875675,1,4,2.842437,4.079217435746567,0.00023686975
21,12540.0,4,0.2,0.8548695,1.9875675,1,2,2.842437,4.098332167847684,0.00022666961722488037
24,12600.0,2,0.2,0.8548695,1.9875675,1,2,2.842437,4.100405011565889,0.0002255902380952381
23,95000.0,2,0.14,0.8548695,1.9875675,0,2,2.842437,4.977728176785649,2.9920389473684208e-05
24,31000.0,8,0.44,0.8548695,1.9875675,1,4,2.842437,4.491375703107734,9.169151612903225e-05
21,38000.0,5,0.36,0.8548695,1.9875675,1,3,2.842437,4.579795025268589,7.480097368421052e-05
22,43000.0,6,0.31,0.8548695,1.9875675,1,3,2.842437,4.63347855533382,6.610318604651163e-05
23,45312.0,3,0.3,0.8548695,1.9875675,0,3,2.842437,4.656222816103602,6.273033633474576e-05
26,30200.0,3,0.3,0.8548695,1.9875675,0,2,2.842437,4.48002132333105,9.412043046357616e-05
25,30200.0,9,0.5,0.8548695,1.9875675,0,2,2.842437,4.48002132333105,9.412043046357616e-05
23,51000.0,6,0.26,0.8548695,1.9875675,0,2,2.842437,4.707578691592528,5.5734058823529407e-05
23,30280.0,5,0.19,0.8548695,1.9875675,0,2,2.842437,4.4811702132094995,9.387176354029061e-05
22,30288.0,2,0.2,0.8548695,1.9875675,0,2,2.842437,4.481284935212981,9.384696909667195e-05
22,30288.0,0,0.17,0.8548695,1.9875675,1,3,2.842437,4.481284935212981,9.384696909667195e-05
24,30300.0,0,0.17,0.8548695,1.9875675,0,2,2.842437,4.481456961417008,9.380980198019801e-05
25,53000.0,10,0.25,0.8548695,1.9875675,0,3,2.842437,4.724284063758994,5.363088679245283e-05
24,57000.0,0,0.24,0.8548695,1.9875675,0,2,2.842437,4.755882474807094,4.986731578947368e-05
24,57772.0,6,0.23,0.8548695,1.9875675,0,2,2.842437,4.761724919897609,4.920094509450945e-05
25,60000.0,9,0.23,0.8548695,1.9875675,0,2,2.842437,4.77815848856469,4.737395e-05
22,68000.0,6,0.2,0.8548695,1.9875675,0,4,2.842437,4.832515299342833,4.180054411764706e-05
24,68000.0,3,0.2,0.8548695,1.9875675,0,2,2.842437,4.832515299342833,4.180054411764706e-05
26,71000.0,5,0.19,0.8548695,1.9875675,0,3,2.842437,4.851264465499688,4.003432394366197e-05
26,77508.0,10,0.17,0.8548695,1.9875675,0,2,2.842437,4.889352133775998,3.667282087010373e-05
25,30576.0,5,0.33,0.8548695,1.9875675,0,4,2.842437,4.485394873249012,9.296301020408162e-05
26,100000.0,0,0.14,0.8548695,1.9875675,0,3,2.842437,5.000004342923105,2.842437e-05
26,185000.0,0,0.07,0.8548695,1.9875675,0,3,2.842437,5.267174075934409,1.5364524324324325e-05
23,35000.0,6,0.39,0.8548695,1.9875675,1,3,2.842437,4.544080452586785,8.121248571428571e-05
23,30652.0,4,0.2,0.8548695,1.9875675,1,2,2.842437,4.486472985206382,9.27325133759624e-05
23,29000.0,1,0.46,0.8548695,1.9875675,1,4,2.842437,4.46241297331255,9.801506896551723e-05
23,29000.0,4,0.46,0.8548695,1.9875675,1,3,2.842437,4.46241297331255,9.801506896551723e-05
24,35000.0,8,0.38,0.8548695,1.9875675,1,3,2.842437,4.544080452586785,8.121248571428571e-05
26,38000.0,3,0.35,0.8548695,1.9875675,1,2,2.842437,4.579795025268589,7.480097368421052e-05
25,30720.0,3,0.07,0.8548695,1.9875675,0,2,2.842437,4.487435348319548,9.252724609375e-05
22,50000.0,0,0.27,0.8548695,1.9875675,1,2,2.842437,4.698978690138799,5.684874e-05
24,33000.0,2,0.4,0.8548695,1.9875675,1,4,2.842437,4.518527100117336,8.613445454545454e-05
24,39875.0,7,0.33,0.8548695,1.9875675,1,4,2.842437,4.600711587326336,7.128368652037617e-05
23,54000.0,5,0.25,0.8548695,1.9875675,0,2,2.842437,4.732401802238908,5.263772222222222e-05
25,24000.0,3,0.55,0.8548695,1.9875675,1,2,2.842437,4.380229336938037,0.000118434875
23,30873.0,8,0.14,0.8548695,1.9875675,0,4,2.842437,4.489592899821887,9.206870080652997e-05
22,30000.0,4,0.44,0.8548695,1.9875675,1,3,2.842437,4.477135730961123,9.47479e-05
22,33300.0,0,0.4,0.8548695,1.9875675,1,4,2.842437,4.5224572751868335,8.535846846846846e-05
26,37500.0,6,0.35,0.8548695,1.9875675,1,3,2.842437,4.57404284875949,7.579831999999999e-05
23,38400.0,1,0.35,0.8548695,1.9875675,1,4,2.842437,4.5843425339724035,7.4021796875e-05
26,40000.0,3,0.33,0.8548695,1.9875675,1,2,2.842437,4.602070848554296,7.106092499999999e-05
25,40000.0,9,0.33,0.8548695,1.9875675,1,3,2.842437,4.602070848554296,7.106092499999999e-05
26,35000.0,5,0.38,0.8548695,1.9875675,1,3,2.842437,4.544080452586785,8.121248571428571e-05
22,40000.0,6,0.33,0.8548695,1.9875675,1,2,2.842437,4.602070848554296,7.106092499999999e-05
23,30996.0,2,0.16,0.8548695,1.9875675,0,2,2.842437,4.491319663302256,9.170334881920247e-05
24,30996.0,4,0.26,0.8548695,1.9875675,0,3,2.842437,4.491319663302256,9.170334881920247e-05
22,31500.0,5,0.42,0.8548695,1.9875675,1,4,2.842437,4.498324340697171,9.023609523809524e-05
23,44248.0,4,0.3,0.8548695,1.9875675,0,2,2.842437,4.64590346035838,6.42387678539143e-05
25,46596.0,2,0.28,0.8548695,1.9875675,0,4,2.842437,4.668357956917772,6.1001738346639194e-05
24,60000.0,1,0.22,0.8548695,1.9875675,0,4,2.842437,4.77815848856469,4.737395e-05
22,60000.0,0,0.22,0.8548695,1.9875675,0,3,2.842437,4.77815848856469,4.737395e-05
26,31000.0,9,0.48,0.8548695,1.9875675,1,4,2.842437,4.491375703107734,9.169151612903225e-05
26,54000.0,0,0.24,0.8548695,1.9875675,1,2,2.842437,4.732401802238908,5.263772222222222e-05
22,62000.0,5,0.21,0.8548695,1.9875675,0,4,2.842437,4.792398694191473,4.584575806451613e-05
21,31000.0,5,0.19,0.8548695,1.9875675,0,4,2.842437,4.491375703107734,9.169151612903225e-05
24,72000.0,3,0.18,0.8548695,1.9875675,0,3,2.842437,4.857338528257185,3.9478291666666666e-05
23,75000.0,3,0.18,0.8548695,1.9875675,0,4,2.842437,4.8750670539461884,3.7899159999999995e-05
25,76000.0,4,0.17,0.8548695,1.9875675,0,4,2.842437,4.880819306644274,3.740048684210526e-05
25,31000.0,8,0.39,0.8548695,1.9875675,0,3,2.842437,4.491375703107734,9.169151612903225e-05
21,31000.0,5,0.24,0.8548695,1.9875675,0,4,2.842437,4.491375703107734,9.169151612903225e-05
26,80952.0,6,0.16,0.8548695,1.9875675,0,4,2.842437,4.9082329477071065,3.511262229469315e-05
24,71040.0,1,0.18,0.8548695,1.9875675,0,2,2.842437,4.851509066107049,4.001178209459459e-05
24,31000.0,8,0.16,0.8548695,1.9875675,0,2,2.842437,4.491375703107734,9.169151612903225e-05
25,31000.0,4,0.17,0.8548695,1.9875675,0,4,2.842437,4.491375703107734,9.169151612903225e-05
25,31000.0,7,0.19,0.8548695,1.9875675,0,2,2.842437,4.491375703107734,9.169151612903225e-05
24,135000.0,8,0.1,0.8548695,1.9875675,0,3,2.842437,5.1303369854792535,2.105508888888889e-05
21,24000.0,2,0.54,0.8548695,1.9875675,1,3,2.842437,4.380229336938037,0.000118434875
24,31000.0,8,0.26,0.8548695,1.9875675,0,4,2.842437,4.491375703107734,9.169151612903225e-05
21,24000.0,5,0.54,0.8548695,1.9875675,1,2,2.842437,4.380229336938037,0.000118434875
24,31000.0,8,0.29,0.8548695,1.9875675,1,4,2.842437,4.491375703107734,9.169151612903225e-05
25,31000.0,4,0.32,0.8548695,1.9875675,0,4,2.842437,4.491375703107734,9.169151612903225e-05
26,28000.0,10,0.46,0.8548695,1.9875675,1,3,2.842437,4.447173541582463,0.00010151560714285714
25,28000.0,10,0.46,0.8548695,1.9875675,1,3,2.842437,4.447173541582463,0.00010151560714285714
26,28800.0,0,0.45,0.8548695,1.9875675,1,2,2.842437,4.459407567166948,9.869572916666667e-05
25,31000.0,2,0.4,0.8548695,1.9875675,1,3,2.842437,4.491375703107734,9.169151612903225e-05
